Symbol,Tick,Company
GENUSPAPER,GPBL IS,GENUS PAPER & BOARD LTD
GENUSPOWER,GPIN IS,GENUS POWER INFRASTRUCTURES
GEOJITFSL,GEOFSL IS,GEOJIT FINANCIAL SERVICES LT
GEOMETRIC,GEO IS,GEOMETRIC LTD
GILLANDERS,GILLA IS,GILLANDERS ARBUTHNOT & CO
GIRRESORTS,GIR IS,GIR NATURE VIEW RESORTS LTD
GIRIRAJ,GIRIRAJ IS,GIRIRAJ CIVIL DEVELOPERS LTD
GITANJALI,GITG IS,GITANJALI GEMS LTD
GSKCONS,SKB IS,GLAXOSMITHKLINE CONSUMER HEA
GLAXO,GLXO IS,GLAXOSMITHKLINE PHARMACEUTIC
GLOBAL,GLOBAL IS,GLOBAL EDUCATION LTD
GICL,GICL IS,GLOBE INTERNATIONAL CARRIERS
GLOBE,GLOBETX IS,GLOBE TEXTILES INDIA LTD
GOCLCORP,GOCL IS,GOCL CORP LTD
GODHA,GODHA IS,GODHA CABON&INSULATION LTD
GOENKA,GDJ IS,GOENKA DIAMOND & JEWELS LTD
GOKUL,GRSL IS,GOKUL REFOILS & SOLVENT LTD
GOLDSTAR,GOLDSTAR IS,GOLDSTAR POWER LTD
GPTINFRA,GPT IS,GPT INFRAPROJETCS LTD
GRANDFONRY,GRF IS,GRAND FOUNDRY LTD
GESHIP,GESCO IS,GREAT EASTERN SHIPPING CO
GRETEX,GRETEX IS,GRETEX INDUSTRIES LTD
GROBTEA,GROBTEA IS,GROB TEA CO LTD/ THE
GUJALKALI,GALK IS,GUJARAT ALKALIES & CHEMICALS
GUJAPOLLO,GAPI IS,GUJARAT APOLLO INDUSTRIES LT
GIPCL,GIP IS,GUJARAT INDS POWER CO LTD
GMDCLTD,GMDC IS,GUJARAT MINERAL DEV CORP LTD
GNFC,GNFC IS,GUJARAT NARMADA VALLEY FERT
GUJNRECOKE,GNC IS,GUJARAT NRE COKE LTD
GUJRAFFIA,GRAF IS,GUJARAT RAFFIA INDUSTRIES
GSFC,GSFC IS,GUJARAT STATE FERT & CHEMICA
GULFOILLUB,GOLI IS,GULF OIL LUBRICANTS INDIA LT
GVKPIL,GVKP IS,GVK POWER & INFRASTRUCTURE
HANUNG,HTT IS,HANUNG TOYS & TEXTILES LTD
HARRMALAYA,HRM IS,HARRISONS MALAYALAM LTD
HATHWAY,HATH IS,HATHWAY CABLE AND DATACOM
HDFCAMC,HDFCAMC IS,HDFC ASSET MANAGEMENT CO LTD
HDFCLIFE,HDFCLIFE IS,HDFC LIFE INSURANCE CO LTD
HCG,HCG IS,HEALTHCARE GLOBAL ENTERPRISE
HECPROJECT,HECI IS,HEC INFRA PROJECTS LTD
HGINFRA,HGINFRA IS,HG INFRA ENGINEERING LTD
HFCL,HMFC IS,HIMACHAL FUTURISTIC COMMUN
HSCL,HSCH IS,HIMADRI SPECIALITY CHEMICAL
HINDCON,HINDCON IS,HINDCON CHEMICALS LTD
HINDUJAFO,ENOR IS,HINDUJA FOUNDRIES LTD
HCC,HCC IS,HINDUSTAN CONSTRUCTION CO
HINDOILEXP,HOE IS,HINDUSTAN OIL EXPLORATION CO
HINDPETRO,HPCL IS,HINDUSTAN PETROLEUM CORP
HINDNATGLS,HNGI IS,HINDUSTHAN NATL GLASS & INDU
HIRAFERRO,HFAL IS,HIRA FERRO ALLOYS LTD
HITECHCORP,HTCORP IS,HITECH CORP LTD
HITECHGEAR,HTG IS,HI-TECH GEARS LTD/THE
HONDAPOWER,SHH IS,HONDA SIEL POWER PRODUCTS
HONAUT,HWA IS,HONEYWELL AUTOMATION INDIA
HOTELEELA,LELA IS,HOTEL LEELAVENTURE LTD
HUDCO,HUDCO IS,HOUSING & URBAN DEV CORP LTD
HDIL,HDIL IS,HOUSING DEVELOPMENT & INFRAS
HDFC,HDFC IS,HOUSING DEVELOPMENT FINANCE
HUSYSLTD,HUSCL IS,HUSYS CONSULTING LTD
IGPL,IGPL IS,I.G. PETROCHEMICALS LTD
ICDSLTD,ICDS IS,ICDS LTD
ICEMAKE,ICEMAKE IS,ICE MAKE REFRIGERATION LTD
ICICIGI,ICICIGI IS,ICICI LOMBARD GENERAL INSURA
ICICIPRULI,IPRU IS,ICICI PRUDENTIAL LIFE INSURA
ICSA,AURFI IS,ICSA INDIA LTD
IVC,ILFS IS,IL & FS INVESTMENT MANAGERS
ILFSENGG,IECC IS,IL&FS ENGINEERING AND CONSTR
ILFSTRANS,ILFT IS,IL&FS TRANSPORTATION NETWORK
INDSWFTLTD,INSW IS,IND SWIFT LTD
INDBANK,IMBS IS,INDBANK MERCHANT BANKING SER
INDIACEM,ICEM IS,INDIA CEMENTS LTD
INDIGRID,INDIGRID IS,INDIA GRID TRUST
IMPAL,IMPL IS,INDIA MOTOR PARTS & ACCESSOR
ITDC,ITDC IS,INDIA TOURISM DEVELOPMENT
IBULHSGFIN,IHFL IS,INDIABULLS HOUSING FINANCE L
IBULISL,IBULISL IS,INDIABULLS INTEGRATED SERVIC
INDIANCARD,ICC IS,INDIAN CARD CLOTHING CO LTD
INDHOTEL,IH IS,INDIAN HOTELS CO LTD
INDIANHUME,INHP IS,INDIAN HUME PIPE CO LTD
IMFA,IMFA IS,INDIAN METALS & FERRO ALLOY
IOC,IOCL IS,INDIAN OIL CORP LTD
INDINFR,INDINFR IS,INDINFRAVIT TRUST
INDORAMA,IRS IS,INDO RAMA SYNTHETICS (I)
INDRAMEDCO,IPMC IS,INDRAPRASTHA MEDICAL CORP LT
IITL,IIT IS,INDUSTRIAL INVESTMENT TRUST
NAUKRI,INFOE IS,INFO EDGE INDIA LTD
INFOBEAN,INBT IS,INFOBEANS TECHNOLOGIES LTD
INFOMEDIA,INFL IS,INFOMEDIA PRESS LTD
INGERRAND,INGR IS,INGERSOLL-RAND INDIA LTD
INNOVANA,INNOVANA IS,INNOVANA THINKLABS LTD
INNOVATIVE,INNOVAT IS,INNOVATIVE TYRES & TUBES LTD
INSECTICID,INST IS,INSECTICIDES INDIA LTD
INTEGRA,INTG IS,INTEGRA GARMENTS AND TEXTILE
SUBCAPCITY,NSCC IS,INTERNATIONAL CONSTRUCTIONS
INVENTURE,IGSL IS,INVENTURE GROWTH & SECURITIE
THEINVEST,THEINVES IS,INVESTMENT TRUST OF INDIA LT
IOLCP,ICP IS,IOL CHEMICALS AND PHARMA LTD
IRB,IRB IS,IRB INFRASTRUCTURE DEVELOPER
IRBINVIT,IRBINVIT IS,IRB INVIT FUND
IRISDOREME,IRISDORE IS,IRIS CLOTHINGS LTD
JBCHEPHARM,JBCP IS,J.B. CHEMICALS & PHARMA LTD
JAGSNPHARM,JGPH IS,JAGSONPAL PHARMACEUTICALS
JISLJALEQS,65033Q IS,JAIN IRRIGATION SYSTEMS LTD.
JPPOWER,JPVL IS,JAIPRAKASH POWER VENTURES LT
JAKHARIA,JAKHARIA IS,JAKHARIA FABRIC PVT LTD
JALAN,JALTR IS,JALAN TRANSOLUTIONS INDIA LT
J&KBANK,JKBK IS,JAMMU & KASHMIR BANK LTD
JASH,JASH IS,JASH ENGINEERING LTD
JAYAGROGN,JAO IS,JAYANT AGRO-ORGANICS LTD
JAYSREETEA,JTI IS,JAYSHREE TEA & INDUSTRIES
JETAIRWAYS,JETIN IS,JET AIRWAYS INDIA LTD
JETFREIGHT,JETFRGHT IS,JET FREIGHT LOGISTICS LTD
JETKNIT,JETKNIT IS,JET KNITWEARS LTD
JHS,JHSL IS,JHS SVENDGAARD LABORATORIES
JINDRILL,JDDL IS,JINDAL DRILLING & INDUS LTD
JPOLYINVST,JPIF IS,JINDAL POLY INVESTMENTS AND
JSLHISAR,JSHL IS,JINDAL STAINLESS HISAR LTD
JMCPROJECT,JMCP IS,JMC PROJECTS (INDIA) LTD
JCHAC,JCHAC IS,JOHNSON CONTROLS HITACHI AIR
JMA,JMAD IS,JULLUNDUR MOTOR AGENCY DELHI
JUPITER,JPO IS,JUPITER BIOSCIENCE LTD
JYOTISTRUC,JYS IS,JYOTI STRUCTURES LTD
KAWIRESIT,KAW IS,KA WIRES LTD
KABRAEXTRU,KE IS,KABRA EXTRUSIONS TECHNIK LTD
KAKATCEM,KCM IS,KAKATIYA CEMENT SUGAR & IND
KALPATPOWR,KPP IS,KALPATARU POWER TRANSMISSION
KICL,KALY IS,KALYANI INVESTMENT CO LTD
KAMATHOTEL,KHI IS,KAMAT HOTELS (INDIA)
KANORICHEM,KC IS,KANORIA CHEMICALS & INDS
KAPSTON,KAPSTON IS,KAPSTON FACILITIES MANAGEMEN
KTKBANK,KBL IS,KARNATAKA BANK LTD
KAUSHALYA,KIDC IS,KAUSHALYA INFRASTRUCTURE DEV
KSCL,KSCL IS,KAVERI SEED CO LTD
KCPSUGIND,KCPS IS,KCP SUGAR & INDUSTRIES CORP
KEERTI,KEERTI IS,KEERTI KNOWLEDGE & SKILLS LT
KERNEX,KMSI IS,KERNEX MICROSYSTEMS (I) LTD
KTIL,KTIL IS,KESAR TERMINALS & INFRASTRUC
KEYFINSERV,KEYFINSE IS,KEYNOTE FINANCIAL SERVICES L
KHAITANLTD,KIL IS,KHAITAN INDIA LTD
KHFM,KHFM IS,KHFM HOSPITALITY AND FACILIT
KINGFA,KINGFA IS,KINGFA SCIENCE & TECHNOLOGY
KECL,KECL IS,KIRLOSKAR ELECTRIC CO LTD
KITPLYIND,KIT IS,KITPLY INDUSTRIES LTD
KKVAPOW,KKVAPOW IS,KKV AGRO POWERS LTD
KMSUGAR,KMSM IS,KM SUGAR MILLS LTD
KOLTEPATIL,KPDL IS,KOLTE-PATIL DEVELOPERS LTD
KOTAKNIFTY,KONIFTY IS,KOTAK NIFTY 50
KOTARISUG,KTSG IS,KOTHARI SUGARS & CHEMICALS
KPRMILL,KPR IS,KPR MILL LTD
KREBSBIO,KBC IS,KREBS BIOCHEMICALS & INDUSTR
KRISHANA,KRISHANA IS,KRISHANA PHOSCHEM LTD
KRITIKA,KRITIKA IS,KRITIKA WIRES LTD
KSHITIJPOL,KSHITIJ IS,KSHITIJ POLYLINE LTD
LGBBROSLTD,LGBB IS,L.G. BALAKRISHNAN & BROS LTD
LAGNAM,LAGNAM IS,LAGNAM SPINTEX LTD
LAKSHMIEFL,LKEF IS,LAKSHMI ENERGY & FOODS LTD
LFIC,LKFIN IS,LAKSHMI FINANCE & INDUSTRIAL
LAKPRE,LKPS IS,LAKSHMI PRECISION SCREWS
LAMBODHARA,LTEX IS,LAMBODHARA TEXTILE LTD
LITL,LANCI IS,LANCO INFRATECH LTD
LPDC,LPROP IS,LANDMARK PROPERTY DEV CO LTD
LATTEYS,LATTEYS IS,LATTEYS INDUSTRIES LTD
LAXMICOT,LAXMI IS,LAXMI COTSPIN LTD
LCCINFOTEC,ARHF IS,LCC INFOTECH LTD
LEXUS,LEXUS IS,LEXUS GRANITO INDIA LTD
LIBAS,LIBAS IS,LIBAS DESIGNS LTD
LML,LML IS,LML LTD
LOTUSEYE,LOTEYE IS,LOTUS EYE HOSPITAL AND INSTI
MKPL,MKPL IS,M K PROTEINS LTD
MMFL,MMFG IS,M.M. FORGINGS LTD
MRO,MROL IS,M.R. ORGANISATION LTD
MACPOWER,MACPOWER IS,MACPOWER CNC MACHINES LTD
MCL,MACL IS,MADHAV COPPER LTD
MADHAV,MGR IS,MADHAV GRANITE & REALTY LTD
MBAPL,MBAP IS,MADHYA BHARAT AGRO PRODUCTS
MPTODAY,MPTODAY IS,MADHYA PRADESH TODAY MEDIA L
MAHAPEXLTD,MHAC IS,MAHA RASHTRA APEX CORP
MAHASTEEL,MSIN IS,MAHAMAYA STEEL INDUSTRIES
MTNL,MTNL IS,MAHANAGAR TELEPHONE NIGAM
MAHICKRA,MAHICKRA IS,MAHICKRA CHEMICALS LTD
M&MFIN,MMFS IS,MAHINDRA & MAHINDRA FIN SECS
MHRIL,MHRL IS,MAHINDRA HOLIDAYS & RESORTS
MAHLIFE,MLIFE IS,MAHINDRA LIFESPACE DEVELOPER
MANAKALUCO,MAALM IS,MANAKSIA ALUMINIUM CO LTD
MANAKCOAT,MACOM IS,MANAKSIA COATED METALS & IND
MANAV,MANAV IS,MANAV INFRA PROJECTS LTD
TMRVL,TMRVL IS,MANDHANA RETAIL VENTURES LTD
MANGALAM,MDOL IS,MANGALAM DRUGS AND ORGANICS
MANGCHEFER,MCF IS,MANGALORE CHEMICALS & FERT
MRPL,MRPL IS,MANGALORE REFINERY & PETRO
MARINE,MARINE IS,MARINE ELECTRICALS INDIA LTD
MARSHALL,MARSHALL IS,MARSHALL MACHINES LTD
MDL,MARDL IS,MARVEL DECOR LTD
MAXINDIA,MAXI IS,MAX INDIA LTD-NEW SPUN OFF
MAXVIL,MVIL IS,MAX VENTURES &INDUSTRIES LTD
MBECL,MCNA IS,MCNALLY BHARAT ENGINEERING
MELSTAR,MIT IS,MELSTAR INFORMATION TECH LTD
MEP,MIDL IS,MEP INFRASTRUCTURE DVLPRS LT
METKORE,MAIL IS,METKORE ALLOYS&INDUSTRIES LT
MMNL,MMNL IS,MIG MEDIA NEURONS LTD
MILTON,MILTON IS,MILTON INDUSTRIES LTD
MINDACORP,MDA IS,MINDA CORP LTD
MINDPOOL,MINDPOOL IS,MINDPOOL TECHNOLOGIES LTD
MITCON,MCES IS,MITCON CONSULTANCY & ENGINEE
MITTAL,MITTAL IS,MITTAL LIFE STYLE LTD
MMP,MMP IS,MMP INDUSTRIES LTD
MHHL,MOHHL IS,MOHINI HEALTH & HYGIENE LTD
MOKSH,MOKSH IS,MOKSH ORNAMENTS LTD
MOSERBAER,MBI IS,MOSER BAER INDIA LTD
MOTILALOFS,MOFS IS,MOTILAL OSWAL FINANCIAL SERV
M100,MOST100 IS,MOTILAL OSWAL MIDCAP 100
M50,MOSTM50 IS,MOTILAL OSWAL MOST SHARES 50
N100,MOSTNDX IS,MOTILAL OSWAL MOST-NASDA-100
MOTOGENFIN,MGF IS,MOTOR & GENERAL FINANCE LTD
MCX,MCX IS,MULTI COMMODITY EXCH INDIA
MURUDCERA,MCER IS,MURUDESHWAR CERAMICS LTD.
NRAIL,NRA IS,N.R. AGARWAL INDUSTRIES LTD
NAGAFERT,NAGARFER IS,NAGARJUNA FERTILIZERS & CHEM
NAGREEKCAP,NCIL IS,NAGREEKA CAPITAL & INFRASTRU
NAHARCAP,NCFS IS,NAHAR CAPITAL AND FIN SVCS
NAHARINDUS,OWF IS,NAHAR INDUSTRIAL ENTERPRISES
NAKODA,NTI IS,NAKODA LTD
NANDANI,NANDANI IS,NANDANI CREATION LTD
NH,NARH IS,NARAYANA HRUDAYALAYA LTD
NARMADA,NARMADA IS,NARMADA AGROBASE LTD
NATHBIOGEN,NBGL IS,NATH BIO-GENES INDIA LTD
NATIONALUM,NACL IS,NATIONAL ALUMINIUM CO LTD
NATNLSTEEL,NTSI IS,NATIONAL STEEL & AGRO INDUST
NAVINFLUOR,NFIL IS,NAVIN FLUORINE INTERNATIONAL
NAVKARCORP,NACO IS,NAVKAR CORP LTD
NBCC,NBCC IS,NBCC INDIA LTD
NBIFIN,NBI IS,NBI INDUSTRIAL FINANCE CO LT
NETWORK18,NETM IS,NETWORK 18 MEDIA & INVTS LTD
NIACL,NIACL IS,NEW INDIA ASSURANCE CO LTD/T
NEWGEN,NEWGEN IS,NEWGEN SOFTWARE TECHNOLOGIES
NICCO,NICC IS,NICCO CORP LTD
NILAINFRA,NLHI IS,NILA INFRASTRUCTURE LTD
NITINFIRE,NFPI IS,NITIN FIRE PROTECTION INDS
NITIRAJ,NITIRAJ IS,NITIRAJ ENGINEERS LTD
NIVINFRA,NITS IS,NIVYAH INFRASTRUCTURE & TELE
NOESISIND,NOEI IS,NOESIS INDUSTRIES LTD
NOIDATOLL,NTB IS,NOIDA TOLL BRIDGE CO LTD
NORBTEAEXP,NTX IS,NORBEN TEA & EXPORTS
NECCLTD,NECCLT IS,NORTH EASTERN CARRYING CORP
NRBBEARING,NRBBR IS,NRB BEARINGS LTD
NUTEK,NTKL IS,NU TEK INDIA LTD
ONGC,ONGC IS,OIL & NATURAL GAS CORP LTD
OMFURN,OMFURN IS,OMFURN INDIA LTD
OMKARCHEM,OSCL IS,OMKAR SPECIALITY CHEMICALS L
OPAL,OPAL IS,OPAL LUXURY TIME PRODUCTS LT
OPTOCIRCUI,OPTC IS,OPTO CIRCUITS INDIA LTD
OFSS,OFSS IS,ORACLE FINANCIAL SERVICES
GREENPOWER,OGPL IS,ORIENT GREEN POWER CO LTD
ORIENTPPR,OPI IS,ORIENT PAPER & INDUSTRIES
OCCL,OTCC IS,ORIENTAL CARBON & CHEMICALS
ORISSAMINE,OMDC IS,ORISSA MINERALS DEVELOPMENT
OSIAHYPER,OSIAHYPE IS,OSIA HYPER RETAIL LTD
PANACHE,PDIGI IS,PANACHE DIGILIFE LTD
PANORAMUNI,PRU IS,PANORAMIC UNIVERSAL LTD
PANSARI,PNDL IS,PANSARI DEVELOPERS LTD
PAR,PARDC IS,PAR DRUGS AND CHEMICALS LTD
PARACABLES,PRMC IS,PARAMOUNT COMMUNICATION LTD
PARASPETRO,PRPT IS,PARAS PETROFILS LTD
PDPL,PDI IS,PARENTERAL DRUGS INDIA LTD
PARIN,PARIN IS,PARIN FURNITURE LTD
PASHUPATI,PASHCL IS,PASHUPATI COTSPIN LTD
PATINTLOG,PTIL IS,PATEL INTERGRATED LOGISTICS
PBAINFRA,PBAI IS,PBA INFRASTRUCTURE LTD
PDSMFL,PMFL IS,PDS MULTINATIONAL FASHIONS L
PENPEBS,PEBS IS,PENNAR ENGINEERED BUILDING S
PENTAGOLD,PENTA IS,PENTA GOLD LTD
PERFECT,PERI IS,PERFECT INFRAENGINEERS LTD
PKTEA,PKTP IS,PERIA KARAMALAI TEA & PRODUC
PETRONENGG,PTEC IS,PETRON ENGINEERING CONST LTD
PHOENIXLTD,PHNX IS,PHOENIX MILLS LTD
PILANIINVS,PIICL IS,PILANI INVESTMENTS&INDUSTRIE
PINCON,PINS IS,PINCON SPIRIT LTD
POCHIRAJU,PJUI IS,POCHIRAJU INDUSTRIES LTD
PODDARHOUS,PODDAR IS,PODDAR HOUSING AND DEVELOPME
PONDYOXIDE,POCL IS,PONDY OXIDES & CHEMICAL LTD
PONNIERODE,PSER IS,PONNI SUGARS ERODE LTD
PIGL,PIGL IS,POWER & INSTRUMENTATION GUJA
PFC,POWF IS,POWER FINANCE CORPORATION
POWERGRID,PWGR IS,POWER GRID CORP OF INDIA LTD
POWERFUL,POWERFUL IS,POWERFUL TECHNOLOGIES LTD
PRAENG,PES IS,PRAJAY ENGINEERS SYNDICATE
PRATIBHA,PRIL IS,PRATIBHA INDUSTRIES LTD
PRESTIGE,PEPL IS,PRESTIGE ESTATES PROJECTS
PRITI,PRITII IS,PRITI INTERNATIONAL LTD
PNC,PRTN IS,PRITISH NANDY COMMUNICATIONS
PGHH,PG IS,PROCTER & GAMBLE HYGIENE
PROLIFE,PROLIFE IS,PROLIFE INDUSTRIES LTD
PULZ,PULZ IS,PULZ ELECTRONICS LTD
PUNJABCHEM,PCCP IS,PUNJAB CHEMICALS & CROP PROT
PUSHPREALM,PUSHP IS,PUSHPANJALI REALMS & INFRATE
PVP,PVPV IS,PVP VENTURES LTD
QGOLDHALF,QTGOLD IS,QUANTUM GOLD FUND
RSSOFTWARE,RSST IS,R.S. SOFTWARE (INDIA)
RAJOIL,RJOIL IS,RAJ OIL MILLS LTD
RAJMET,RAJMET IS,RAJNANDINI METAL LTD
RPPL,RAJPPL IS,RAJSHREE POLYPACK LTD
RAJSREESUG,RSSC IS,RAJSHREE SUGARS & CHEMICALS
RAMCOCEM,TRCL IS,RAMCO CEMENTS LTD/THE
RAMSARUP,RAMI IS,RAMSARUP INDUSTRIES LTD
RANEENGINE,RVL IS,RANE ENGINE VALVES LTD
RML,RML IS,RANE MADRAS LTD
RCF,RCF IS,RASHTRIYA CHEMICALS & FERT
RASOYPR,RPRO IS,RASOYA PROTEINS LTD
RTNINFRA,RATI IS,RATTANINDIA INFRASTRUCTURE L
REDINGTON,REDI IS,REDINGTON INDIA LTD
RELIABLE,RELIABLE IS,RELIABLE DATA SERVICES LTD
RIIL,RIIL IS,RELIANCE INDUS INFRASTRUCT
RNAVAL,RNAVAL IS,RELIANCE NAVAL AND ENGINEERI
RNAM,RNAM IS,RELIANCE NIPPON LIFE ASSET M
RMMIL,RMML IS,RESURGERE MINES & MINERALS
RKEC,RKEC IS,RKEC PROJECTS LTD
RMDRIP,RMDRIP IS,RM DRIP AND SPRINKLERS SYS L
ROHITFERRO,ROFT IS,ROHIT FERRO TECH LTD
RUBYMILLS,RUBY IS,RUBY MILLS LTD/THE
REPL,RENPL IS,RUDRABHISHEK ENTERPRISES LTD
SCHAND,SCHAND IS,S CHAND AND CO LTD
S&SPOWER,SSPS IS,S&S POWER SWITCHGEAR LTD
SKUMARSYNF,SKNL IS,S. KUMARS NATIONWIDE LTD
SABEVENTS,SABEG IS,SAB EVENTS & GOVERNANCE NOW
SADBHIN,SINP IS,SADBHAV INFRASTRUCTURE PROJE
SAKETH,SAKETH IS,SAKETH EXIM LTD
SAKTHIFIN,SKTF IS,SAKTHI FINANCE LTD
SALSTEEL,SALS IS,SAL STEEL LTD
SALASAR,SALASAR IS,SALASAR TECHNO ENGINEERING L
SANDESH,SDSH IS,SANDESH LTD
SANGHVIFOR,SFEL IS,SANGHVI FORGING & ENGINEERIN
SANGINITA,SANGIN IS,SANGINITA CHEMICALS LTD
SARVESHWAR,SARVESH IS,SARVESHWAR FOODS LTD
SBILIFE,SBILIFE IS,SBI LIFE INSURANCE CO LTD
SCHNEIDER,SCHN IS,SCHNEIDER ELECTRIC INFRASTRU
SEPOWER,SEPL IS,SE POWER LTD
SECURCRED,SECUR IS,SECUR CREDENTIALS LTD
SIS,SECIS IS,SECURITY AND INTELLIGENCE SE
SELMCL,SELM IS,SEL MANUFACTURING CO. LTD.
SELAN,SXT IS,SELAN EXPLORATION TECHNOLOGY
SERVALL,SLPL IS,SERVALAKSHMI PAPER LTD
SERVOTECH,SERVOTEC IS,SERVOTECH POWER SYSTEMS LTD
SESHAPAPER,SPB IS,SESHASAYEE PAPER & BOARDS
SEZAL,SZGL IS,SEZAL GLASS LTD
SHK,SHKL IS,SH KELKAR & CO LTD
SHAIVAL,SHRL IS,SHAIVAL REALITY LTD
SHANKARA,SHANKARA IS,SHANKARA BUILDING PRODUCTS L
SHANTI,SHANTI IS,SHANTI OVERSEAS INDIA LTD
SHARONBIO,SBML IS,SHARON BIO-MEDICINE LTD
SHILPI,SCTL IS,SHILPI CABLE TECHNOLOGIES LT
SCI,SCI IS,SHIPPING CORP OF INDIA LTD
SHRADHA,SHRADHA IS,SHRADHA INFRAPROJECTS LTD
SGFL,SGFO IS,SHREE GANESH FORGINGS LTD
SHREEPUSHK,PCFL IS,SHREE PUSHKAR CHEMICALS & FE
SRPL,SHRPL IS,SHREE RAM PROTEINS LTD
TIRUPATI,TIRUPATI IS,SHREE TIRUPATI BALAJEE FIBC
SVLL,SVLL IS,SHREE VASU LOGISTICS LTD
OSWALSEEDS,OSWALSEE IS,SHREEOSWAL SEEDS AND CHEMICA
SHRENIK,SHRENIK IS,SHRENIK LTD
SHREYAS,SRYS IS,SHREYAS SHIPPING & LOGISTICS
ASTERSILI,ASTER IS,SHRI ASTER SILICATES LTD
SHLAKSHMI,SLCL IS,SHRI LAKSHMI COTSYN LTD
SRIRAM,SRIRAM IS,SHRI RAM SWITCHGEARS LTD
SHRIRAMCIT,SCUF IS,SHRIRAM CITY UNION FINANCE
SRTRANSFIN,SHTF IS,SHRIRAM TRANSPORT FINANCE
SHUBHLAXMI,SHUBHLXM IS,SHUBHLAXMI JEWEL ART LTD
SIKKO,SIKKO IS,SIKKO INDUSTRIES LTD
SILGO,SILGO IS,SILGO RETAIL LTD
SILLYMONKS,SILLYMON IS,SILLY MONKS ENTERTAINMENT LT
SILVERTUC,SILVERTU IS,SILVER TOUCH TECHNOLOGIES LT
SIMBHALS,SIMS IS,SIMBHAOLI SUGARS LTD-NEW
SIMPLEX,SIMP IS,SIMPLEX PROJECTS LTD
SINTERCOM,SINTER IS,SINTERCOM INDIA LTD
SPTL,SINTEX IS,SINTEX PLASTICS TECHNOLOGY L
SIRCA,SIRCA IS,SIRCA PAINTS INDIA LTD
SKMEGGPROD,SKMEX IS,SKM EGG PRODUCTS EXPORT LTD
SKSTEXTILE,SKSTEX IS,SKS TEXTILES LTD
SMVD,SMVD IS,SMVD POLY PACK LTD
SOFTTECH,SOFTTECH IS,SOFTTECH ENGINEERS LTD
SOLARA,SOLARA IS,SOLARA ACTIVE PHARMA SCIENCE
SOLEX,SOLEX IS,SOLEX ENERGY LTD
SDBL,SDB IS,SOM DISTILLERIES & BREWERIES
SOMTEX,STI IS,SOMA TEXTILES & INDUSTRIES
SONAMCLOCK,SONAM IS,SONAM CLOCK LTD
SONISOYA,SONISOYA IS,SONI SOYA PRODUCTS LTD
SOUTHBANK,SIB IS,SOUTH INDIAN BANK LTD
SOUTHWEST,SOUTHWES IS,SOUTH WEST PINNACLE EXPLORAT
SPIC,SPET IS,SOUTHERN PETROCHEMICAL INDS
SPAL,SPAL IS,SP APPARELS LTD
SPCENET,SPCENET IS,SPACENET ENTERPRISES INDIA L
SPECTRUM,SPECTRUM IS,SPECTRUM ELECTRICAL INDUSTRI
SRHHYPOLTD,SRAY IS,SREE RAYALASEEMA HI-STRENGTH
SREINFRA,SREI IS,SREI INFRASTRUCTURE FINANCE
SABTN,SABTN IS,SRI ADHIKARI BROS TELE NTWRK
HAVISHA,HAVISHA IS,SRI HAVISHA HOSPITALITY & IN
SSINFRA,SSINFRA IS,SS INFRASTRUCTURE DVLPT CON
STAN,STAN IS,STANDARD CHARTER-INDIAN DR
STCINDIA,STC IS,STATE TRADING CORP OF INDIA
SAIL,SAIL IS,STEEL AUTHORITY OF INDIA
STEELCITY,SCSE IS,STEEL CITY SECURITIES LTD
STERLINBIO,SLT IS,STERLING BIOTECH LTD
SUDARSCHEM,SCHI IS,SUDARSHAN CHEMICAL INDS LTD
SUJANAUNI,SJU IS,SUJANA UNIVERSAL INDUSTRIES
SUMIT,SUMIT IS,SUMIT WOODS LTD
SPARC,SPADV IS,SUN PHARMA ADVANCED RESEARCH
SUNPHARMA,SUNP IS,SUN PHARMACEUTICAL INDUS
SUNDARMHLD,SFHL IS,SUNDARAM FINANCE HOLDINGS LT
SUNFLAG,SUNF IS,SUNFLAG IRON & STEEL CO LTD
SUPERSPIN,SSPM IS,SUPER SPINNING MILLS
SUPREMEENG,SUPREME IS,SUPREME ENGINEERING LTD
SIIL,SUIN IS,SUPREME INDIA IMPEX LTD
SUPREMEINF,SPII IS,SUPREME INFRASTRUCTURE INDIA
SUPREMETEX,SUTM IS,SUPREME TEX MART LTD
SURANACORP,SURC IS,SURANA CORP LTD
SURANAIND,SURI IS,SURANA INDUSTRIES LTD
SURANAT&P,SRTL IS,SURANA TELECOM & POWER LTD
SURANI,SURANI IS,SURANI STEEL TUBES LTD
SUREVIN,SUREVIN IS,SUREVIN BPO SERVICES LTD
SURYALAXMI,SLCM IS,SURYALAKSHMI COTTON MILLS
SUTLEJTEX,SUTJ IS,SUTLEJ TEXTILES AND INDUSTRI
SUULD,SUULD IS,SUUMAYA LIFESTYLE LTD
TAINWALCHM,TCP IS,TAINWALA CHEMICALS & PLAST
TALBROAUTO,TALB IS,TALBROS AUTOMOTIVE COMPON
TALWALKARS,TALW IS,TALWALKARS BETTER VALUE FIT
TNPL,TNNP IS,TAMIL NADU NEWSPRINT & PAPER
TNTELE,TNT IS,TAMILNADU TELECOMMUN LTD
TANTIACONS,TANC IS,TANTIA CONSTRUCTION LTD
TARACHAND,TARACHAN IS,TARA CHAND LOGISTIC SOLUTION
